date,latitude,longitude,wnv_present,tavg,dew_point,precip_total,stn_pressure,avg_speed,year,month,week_of_year,daylight_hours,r_humidity,species_CULEX PIPIENS/RESTUANS,species_CULEX RESTUANS,species_OTHERS
2007-08-08,41.702724,-87.536497,0,80.5,71.5,0.075,29.155,6.65,2007.0,8.0,32.0,14.18,74.125,1,0,0
2007-08-08,41.702724,-87.536497,0,80.5,71.5,0.075,29.155,6.65,2007.0,8.0,32.0,14.18,74.125,1,0,0
2007-08-08,41.702724,-87.536497,0,80.5,71.5,0.075,29.155,6.65,2007.0,8.0,32.0,14.18,74.125,0,1,0
2007-08-08,41.702724,-87.536497,0,80.5,71.5,0.075,29.155,6.65,2007.0,8.0,32.0,14.18,74.125,0,0,0
2007-08-08,41.702724,-87.536497,0,80.5,71.5,0.075,29.155,6.65,2007.0,8.0,32.0,14.18,74.125,0,0,0
2007-08-08,41.702724,-87.536497,1,80.5,71.5,0.075,29.155,6.65,2007.0,8.0,32.0,14.18,74.125,0,0,0
2007-08-09,41.923738,-87.785288,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,1,0,0
2007-08-09,41.923738,-87.785288,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,0,1,0
2007-08-09,41.923738,-87.785288,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,0,0,0
2007-08-09,41.726465,-87.585413,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,0,0,0
2007-08-09,41.678618,-87.559308,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,1,0,0
2007-08-09,41.678618,-87.559308,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,1,0,0
2007-08-09,41.678618,-87.559308,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,1,0,0
2007-08-09,41.678618,-87.559308,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,1,0,0
2007-08-09,41.678618,-87.559308,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,0,0,0
2007-08-09,41.678618,-87.559308,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,0,0,0
2007-08-09,41.678618,-87.559308,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,0,0,0
2007-08-09,41.678618,-87.559308,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,0,0,1
2007-08-09,41.678618,-87.559308,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,0,0,1
2007-08-09,41.737052,-87.543067,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,1,0,0
2007-08-09,41.737052,-87.543067,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,0,0,0
2007-08-09,41.740641,-87.546587,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,1,0,0
2007-08-09,41.740641,-87.546587,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,0,1,0
2007-08-09,41.740641,-87.546587,1,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,0,0,0
2007-08-09,41.680946,-87.535198,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,1,0,0
2007-08-09,41.680946,-87.535198,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,1,0,0
2007-08-09,41.680946,-87.535198,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,0,0,0
2007-08-09,41.680946,-87.535198,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,0,0,1
2007-08-09,41.686398,-87.531635,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,1,0,0
2007-08-09,41.686398,-87.531635,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,0,0,0
2007-08-09,41.686398,-87.531635,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,0,0,1
2007-08-09,41.686398,-87.531635,0,78.5,71.0,0.255,29.16,6.15,2007.0,8.0,32.0,14.15,77.83,0,0,1
2007-08-15,41.95469,-87.800991,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.95469,-87.800991,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,1,0
2007-08-15,41.95469,-87.800991,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.95469,-87.800991,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.994991,-87.769279,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.974089,-87.824812,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.974089,-87.824812,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,1,0
2007-08-15,41.974089,-87.824812,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.9216,-87.666455,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.9216,-87.666455,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.9216,-87.666455,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.9216,-87.666455,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.9216,-87.666455,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.891118,-87.654491,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.891118,-87.654491,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.867108,-87.654224,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.867108,-87.654224,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,1,0
2007-08-15,41.867108,-87.654224,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.896282,-87.655232,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.896282,-87.655232,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,1,0
2007-08-15,41.896282,-87.655232,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.919343,-87.694259,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.919343,-87.694259,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.921965,-87.632085,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.921965,-87.632085,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.688324,-87.676709,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.688324,-87.676709,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.688324,-87.676709,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.688324,-87.676709,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.688324,-87.676709,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.688324,-87.676709,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,1,0
2007-08-15,41.688324,-87.676709,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,1,0
2007-08-15,41.688324,-87.676709,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.688324,-87.676709,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.688324,-87.676709,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.688324,-87.676709,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.688324,-87.676709,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,1
2007-08-15,41.862292,-87.64886,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.862292,-87.64886,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.720848,-87.666014,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.720848,-87.666014,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.731922,-87.677512,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.731922,-87.677512,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,1,0
2007-08-15,41.731922,-87.677512,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.891126,-87.61156,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.891126,-87.61156,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,1,0
2007-08-15,41.999129,-87.795585,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.999129,-87.795585,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.999129,-87.795585,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,1,0
2007-08-15,41.999129,-87.795585,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,42.01743,-87.687769,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,42.01743,-87.687769,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.907645,-87.760886,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.907645,-87.760886,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.907645,-87.760886,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.732984,-87.649642,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.732984,-87.649642,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,1,0
2007-08-15,41.732984,-87.649642,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.732984,-87.649642,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.981964,-87.812827,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.981964,-87.812827,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.944869,-87.832763,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.944869,-87.832763,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,42.011601,-87.811506,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,42.011601,-87.811506,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,42.011601,-87.811506,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,42.011601,-87.811506,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,42.011601,-87.811506,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.94983,-87.698457,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.94983,-87.698457,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.979243,-87.750938,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.979243,-87.750938,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.986921,-87.689778,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.986921,-87.689778,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.801498,-87.763416,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.801498,-87.763416,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.906638,-87.701431,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.906638,-87.701431,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.906638,-87.701431,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.723195,-87.64997,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.723195,-87.64997,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.868077,-87.666901,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.868077,-87.666901,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,1,0
2007-08-15,41.868077,-87.666901,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.869216,-87.627561,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.869216,-87.627561,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.662014,-87.724608,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.662014,-87.724608,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,1,0
2007-08-15,41.662014,-87.724608,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.662014,-87.724608,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.662014,-87.724608,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.662014,-87.724608,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.961743,-87.76007,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.961743,-87.76007,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.953067,-87.776792,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.953067,-87.776792,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.878114,-87.629798,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.878114,-87.629798,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.932094,-87.700117,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.932094,-87.700117,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.994469,-87.667736,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.994469,-87.667736,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,42.006858,-87.675919,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.916265,-87.800515,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.916265,-87.800515,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.916265,-87.800515,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,1,0
2007-08-15,41.916265,-87.800515,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.846075,-87.716277,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.846075,-87.716277,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.918705,-87.752329,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.918705,-87.752329,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,1,0
2007-08-15,41.918705,-87.752329,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.682587,-87.707973,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.682587,-87.707973,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.682587,-87.707973,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,1,0
2007-08-15,41.682587,-87.707973,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.682587,-87.707973,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.725517,-87.614258,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.725517,-87.614258,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.948167,-87.730698,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.948167,-87.730698,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.963976,-87.69181,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.963976,-87.69181,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.953705,-87.733974,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.953705,-87.733974,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.964242,-87.757639,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.964242,-87.757639,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,1,0
2007-08-15,41.964242,-87.757639,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.964242,-87.757639,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.990284,-87.797127,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.990284,-87.797127,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,42.008314,-87.777921,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,42.008314,-87.777921,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.991429,-87.747113,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.991429,-87.747113,1,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.843811,-87.686763,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.843811,-87.686763,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.843811,-87.686763,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,1
2007-08-15,41.921177,-87.79518,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.921177,-87.79518,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.857402,-87.694991,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.857402,-87.694991,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.868142,-87.696269,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.868142,-87.696269,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.846283,-87.656913,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.846283,-87.656913,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
2007-08-15,41.721474,-87.648064,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,1,0,0
2007-08-15,41.721474,-87.648064,0,76.5,68.0,0.53,29.200000000000003,6.449999999999999,2007.0,8.0,33.0,13.92,75.04499999999999,0,0,0
